*** Teste de carga com 300 clientes (07/09/2010 23:45:52) ***
*** Nome do servidor testado: MONOSERVER  ***
*** Tipo do servidor testado: MONOTHREAD  ***
*** Serviço testado: SLOW  ***
Cliente 58: Turnaround Time = 2011 milisegundos.
Cliente 62: Turnaround Time = 2009 milisegundos.
Cliente 54: Turnaround Time = 2009 milisegundos.
Cliente 50: Turnaround Time = 2012 milisegundos.
Cliente 36: Turnaround Time = 2026 milisegundos.
Cliente 14: Turnaround Time = 2030 milisegundos.
Cliente 34: Turnaround Time = 2032 milisegundos.
Cliente 44: Turnaround Time = 2034 milisegundos.
Cliente 30: Turnaround Time = 2029 milisegundos.
Cliente 183: Turnaround Time = 2032 milisegundos.
Cliente 16: Turnaround Time = 2032 milisegundos.
Cliente 20: Turnaround Time = 2034 milisegundos.
Cliente 32: Turnaround Time = 2036 milisegundos.
Cliente 173: Turnaround Time = 2018 milisegundos.
Cliente 46: Turnaround Time = 2039 milisegundos.
Cliente 18: Turnaround Time = 2034 milisegundos.
Cliente 165: Turnaround Time = 2011 milisegundos.
Cliente 161: Turnaround Time = 2013 milisegundos.
Cliente 24: Turnaround Time = 2052 milisegundos.

Cliente 40: Turnaround Time = 2054 milisegundos.
Cliente 28: Turnaround Time = 2054 milisegundos.
Cliente 42: Turnaround Time = 2056 milisegundos.
Cliente 155: Turnaround Time = 2031 milisegundos.
Cliente 175: Turnaround Time = 2043 milisegundos.
Cliente 177: Turnaround Time = 2055 milisegundos.
Cliente 22: Turnaround Time = 2061 milisegundos.
Cliente 139: Turnaround Time = 2027 milisegundos.
Cliente 123: Turnaround Time = 2028 milisegundos.
Cliente 38: Turnaround Time = 2066 milisegundos.
Cliente 26: Turnaround Time = 2067 milisegundos.
Cliente 145: Turnaround Time = 2035 milisegundos.
Cliente 149: Turnaround Time = 2034 milisegundos.
Cliente 129: Turnaround Time = 2036 milisegundos.
Cliente 119: Turnaround Time = 2002 milisegundos.
Cliente 117: Turnaround Time = 2002 milisegundos.
Cliente 113: Turnaround Time = 2004 milisegundos.
Cliente 135: Turnaround Time = 2003 milisegundos.
Cliente 115: Turnaround Time = 2004 milisegundos.
Cliente 131: Turnaround Time = 2000 milisegundos.
Cliente 147: Turnaround Time = 2003 milisegundos.
Cliente 125: Turnaround Time = 2003 milisegundos.
Cliente 141: Turnaround Time = 2003 milisegundos.
Cliente 137: Turnaround Time = 2010 milisegundos.
Cliente 151: Turnaround Time = 2009 milisegundos.
Cliente 143: Turnaround Time = 2006 milisegundos.
Cliente 121: Turnaround Time = 2018 milisegundos.
Cliente 12: Turnaround Time = 2008 milisegundos.
Cliente 133: Turnaround Time = 2010 milisegundos.
Cliente 127: Turnaround Time = 2011 milisegundos.
Cliente 248: Turnaround Time = 2026 milisegundos.
Cliente 204: Turnaround Time = 2017 milisegundos.
Cliente 207: Turnaround Time = 2005 milisegundos.
Cliente 31: Turnaround Time = 2005 milisegundos.
Cliente 35: Turnaround Time = 2051 milisegundos.
Cliente 259: Turnaround Time = 2048 milisegundos.
Cliente 194: Turnaround Time = 2058 milisegundos.
Cliente 109: Turnaround Time = 2056 milisegundos.
Cliente 107: Turnaround Time = 2058 milisegundos.
Cliente 43: Turnaround Time = 2052 milisegundos.
Cliente 49: Turnaround Time = 2057 milisegundos.
Cliente 101: Turnaround Time = 2060 milisegundos.
Cliente 51: Turnaround Time = 2063 milisegundos.
Cliente 47: Turnaround Time = 2066 milisegundos.
Cliente 59: Turnaround Time = 2051 milisegundos.
Cliente 29: Turnaround Time = 2078 milisegundos.
Cliente 33: Turnaround Time = 2080 milisegundos.
Cliente 39: Turnaround Time = 2073 milisegundos.
Cliente 37: Turnaround Time = 2072 milisegundos.
Cliente 103: Turnaround Time = 2082 milisegundos.
Cliente 45: Turnaround Time = 2081 milisegundos.
Cliente 41: Turnaround Time = 2081 milisegundos.
Cliente 55: Turnaround Time = 2080 milisegundos.
Cliente 27: Turnaround Time = 2092 milisegundos.
Cliente 25: Turnaround Time = 2084 milisegundos.
Cliente 53: Turnaround Time = 2073 milisegundos.
Cliente 105: Turnaround Time = 2082 milisegundos.
Cliente 57: Turnaround Time = 2072 milisegundos.
Cliente 95: Turnaround Time = 2077 milisegundos.
Cliente 97: Turnaround Time = 2080 milisegundos.
Cliente 67: Turnaround Time = 2079 milisegundos.
Cliente 91: Turnaround Time = 2075 milisegundos.
Cliente 69: Turnaround Time = 2070 milisegundos.
Cliente 1: Turnaround Time = 2080 milisegundos.
Cliente 190: Turnaround Time = 2092 milisegundos.
Cliente 65: Turnaround Time = 2092 milisegundos.
Cliente 61: Turnaround Time = 2093 milisegundos.
Cliente 260: Turnaround Time = 2089 milisegundos.
Cliente 93: Turnaround Time = 2083 milisegundos.
Cliente 63: Turnaround Time = 2097 milisegundos.
Cliente 71: Turnaround Time = 2095 milisegundos.
Cliente 257: Turnaround Time = 2095 milisegundos.
Throughput Time: 0.46651095358294553 requisicoes/segundo.
